timestamp_utc	requests_processing	prompt_tps	predicted_tps	prompt_tokens_total	tokens_predicted_total
2026-08-24T08:18:41Z	2	0.000	0.000	4183835	646366
2026-08-24T08:18:46Z	2	0.000	0.000	4183835	646366
2026-08-24T08:18:51Z	2	0.000	0.000	4183835	646366
2026-08-24T08:18:56Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:02Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:07Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:12Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:17Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:22Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:27Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:32Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:37Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:42Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:47Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:52Z	2	0.000	0.000	4183835	646366
2026-08-24T08:19:57Z	2	0.000	0.000	4183835	646366
2026-08-24T08:20:02Z	2	0.000	0.000	4183835	646366
2026-08-24T08:20:07Z	2	0.000	0.000	4183835	646366
2026-08-24T08:20:12Z	2	0.000	0.000	4183835	646366
2026-08-24T08:20:17Z	2	0.000	0.000	4183835	646366
2026-08-24T08:20:22Z	2	0.000	0.000	4183835	646366
2026-08-24T08:20:27Z	2	0.000	0.000	4183835	646366
2026-08-24T08:20:33Z	2	0.000	0.000	4183835	646366
2026-08-24T08:20:38Z	1	3294.200	147.200	4200306	647102
2026-08-24T08:20:43Z	1	3219.200	67.600	4216402	647440
2026-08-24T08:20:48Z	1	0.000	0.000	4216402	647440
2026-08-24T08:20:53Z	1	0.000	0.000	4216402	647440
2026-08-24T08:20:58Z	1	0.000	0.000	4216402	647440
2026-08-24T08:21:03Z	1	0.000	0.000	4216402	647440
2026-08-24T08:21:08Z	1	0.000	0.000	4216402	647440
2026-08-24T08:21:13Z	1	0.000	0.000	4216402	647440
2026-08-24T08:21:18Z	2	0.000	0.000	4216402	647440
2026-08-24T08:21:23Z	1	0.000	0.000	4216402	647440
